ISSN,e-ISSN,p-ISSN,SourceID,Acronym,JournalTitle,ASJCScopus,ASJCMarketing
2666-9528,2666-9528,,21101081612,GCE,Green Chemical Engineering,1503;1501;1508;1506,
2213-5960,,,21100283759,GDATA,Genomics Data,1305;1303;1313;1311,
2950-1385,2950-1385,,,GECADV,Global Environmental Change Advances,,2105;2303;2306;2309
2351-9894,2351-9894,,21100349522,GECCO,Global Ecology and Conservation,1105;2303;2309,
2468-0257,2468-0257,2096-2797,21100895361,GEE,Green Energy & Environment,2105,
1295-926X,,,144792,GEECSO,Georaphie Economie Societe,3305;2002,
0266-1144,1879-3584,0266-1144,15906,GEGE,Geotextiles and Geomembranes,2205;2500;1909,
2773-1537,2773-1537,,21101154270,GEITS,Green Energy and Intelligent Transportation,2201,2102;2105;2203;2208;3313
2340-1540,,,,GEMREV,Global Economics and Management Review,,
2352-3042,2352-3042,2352-4820,21100414802,GENDIS,Genes & Diseases,1303;1312;2716;1307,
0378-1119,1879-0038,0378-1119,15636,GENE,Gene,1311,
2590-1583,,,21100894629,GENEX,Gene: X,1311,
1550-8579,,,28080,GENM,Gender Medicine,3318,
2452-0144,2452-0144,,21100445644,GENREP,Gene Reports,1311,
0985-3111,,,25883,GEOACT,Geodinamica Acta,1908;1904,
0016-6995,1777-5728,0016-6995,13909,GEOBIO,Geobios,1912;1911,
0264-3707,1879-1670,0264-3707,28441,GEOD,Journal of Geodynamics,1908;1904,
0016-7061,1872-6259,0016-7061,39112,GEODER,Geoderma,1111,
2352-0094,2352-0094,,21100373623,GEODRS,Geoderma Regional,1111,
2949-8910,2949-8910,2949-8929,21101152501,GEOEN,Geoenergy Science and Engineering,2105;2102;1909;2101,
0016-7185,1872-9398,0016-7185,28611,GEOF,Geoforum,3312,
1674-9847,2589-0573,1674-9847,21100463889,GEOG,Geodesy and Geodynamics,1908;1904;1903,
2772-8838,2772-8838,,21101136304,GEOGEO,Geosystems and Geoenvironment,2301;1901,"1909
"
0169-555X,1872-695X,0169-555X,26979,GEOMOR,Geomorphology,1904,
0393-0440,1879-1662,0393-0440,23897,GEOPHY,Journal of Geometry and Physics,2610;3100;2608,
2666-6839,2666-6839,,21101034454,GEOSUS,Geography and Sustainability,3305;2303;1904;2309,
0375-6505,1879-3576,0375-6505,22645,GEOT,Geothermics,2105;1909;1907,
2949-7205,2949-7205,,,GER,Green Energy and Resources,,
2950-4740,2950-4740,,,GESPCH,Global and Earth Surface Processes Change,,
2352-3808,2352-3808,,21100403227,GETE,Geomechanics for Energy and the Environment,2213;1909;1903,
0375-6742,1879-1689,0375-6742,23222,GEXPLO,Journal of Geochemical Exploration,1906;1905,
2211-9124,2211-9124,,21100218328,GFS,Global Food Security,1106;2303;2213;3311,
2666-3880,2666-3880,,,GGEDIT,Gene and Genome Editing,,"1300
"
1578-1550,,,16400154785,GHC,Gastroenterología y hepatología continuada,2721;2715,
2211-8160,,,21100212900,GHEART,Global Heart,2713;2905;2705,
2949-7418,2949-7418,,,GHM,Geohazard Mechanics,,
0163-8343,1873-7714,0163-8343,15665,GHP,General Hospital Psychiatry,2738,
2950-4074,2950-4074,,,GHRES,Glial Health Research,,
0016-7169,,,27926,GI,Geofísica Internacional,1908;2100,
2666-5425,2666-5425,,21101041614,GIANT,Giant,1600;2508;2507;2505,"2505;2507
"
1121-4171,,,25520,GIE,Giornale Italiano di Endodonzia,3500,
2213-1795,,,21100788811,GII,Gastrointestinal Intervention,2721;2741;2730;2715,
1098-3600,1530-0366,1098-3600,22191,GIM,Genetics in Medicine,2716,
2949-7744,2949-7744,,,GIMO,Genetics in Medicine Open,,
0210-573X,1578-9349,0210-573X,12642,GINE,Clinica e Investigacion en Ginecologia y Obstetricia,2743;2729,
0921-8181,1872-6364,0921-8181,27049,GLOBAL,Global and Planetary Change,2306;1910,
2096-5117,2590-0358,,21101034519,GLOEI,Global Energy Interconnection,2207;2105;2203;2102;2208,
2590-1133,2590-1133,,21101022446,GLOEPI,Global Epidemiology,2713;2739;2725,
1044-0283,1873-5665,1044-0283,16230,GLOFIN,Global Finance Journal,2003;2002,
2414-6447,2414-6447,,21101082052,GLOHJ,Global Health Journal,2700,
2666-2019,,,,GLOPAS,Global Pasts,,
2589-7918,2589-7918,,21101065048,GLT,Global Transitions,3306;2105;3303,
2666-285X,2666-285X,,,GLTP,Global Transitions Proceedings,,
0304-4858,,,28004,GMB,Gaceta Médica de Bilbao,2700,
2212-9693,,,21100241632,GMHC,Geriatric Mental Health Care,2717;2738,
2213-3070,,,21100317204,GMIT,Gynecology and Minimally Invasive Therapy,2729,
1875-3728,,,11700154716,GNR,Geography and Natural Resources,3305;1904;2308,
2667-1646,2667-1646,,21101078839,GOCM,Gynecology and Obstetrics Clinical Medicine,2743;2729,
2468-7189,2468-7189,2468-7197,21100806973,GOFS,Gynécologie Obstétrique Fertilité & Sénologie,2743;2729,
2352-5789,2352-5789,,21100855885,GORE,Gynecologic Oncology Reports,2730;2729,
0740-624X,1872-9517,0740-624X,14735,GOVINF,Government Information Quarterly,3312;3309;3308,
1672-0229,2210-3244,1672-0229,89440,GPB,"Genomics, Proteomics & Bioinformatics",1303;1312;1311;2605,
2667-0097,2667-0097,,,GPEDS,Global Pediatrics,,"2735
"
1342-937X,1878-0571,1342-937X,22647,GR,Gondwana Research,1907,
2772-5774,2772-5774,,21101129711,GREEAC,Green Analytical Chemistry,1602,1602;1607;1601;1603;1604
2950-1555,2950-1555,,,GREENC,Green Carbon,,
2666-5549,2666-5549,,21101081608,GRESC,Green Synthesis and Catalysis,1305;1503,
2949-7361,2949-7361,,,GRETS,Green Technologies and Sustainability,,
2214-2428,,,21100324361,GRJ,GeoResJ,1900,
2352-801X,2352-801X,,21100463093,GSD,Groundwater for Sustainable Development,2305;2304;3305;2312,
1674-9871,2588-9192,1674-9871,19700182749,GSF,Geoscience Frontiers,1900,
2666-6294,2666-6294,,21101097044,GVC,Graphics and Visual Computing,1701;1704,"1709;1712;1704
"
0197-3975,1873-5428,0197-3975,13760,HAB,Habitat International,3322,
2468-1229,2468-1210,2468-1229,21100456711,HANSUR,Hand Surgery and Rehabilitation,2746;2732;2742,
0894-1130,1545-004X,0894-1130,16800,HANTHE,Journal of Hand Therapy,3612;2742,
1568-9883,1878-1470,1568-9883,19723,HARALG,Harmful Algae,1104;1110,
2772-4166,2772-4166,,21101162816,HAZADV,Journal of Hazardous Materials Advances,2305;2304;2311;2310;2307,2304;2305;2307;2310;2311
2666-9110,2666-9110,,21101081613,HAZL,Journal of Hazardous Materials Letters,2305;2304;2311;2310;2307,"1500
"
0304-3894,1873-3336,0304-3894,25858,HAZMAT,Journal of Hazardous Materials,2305;2304;2311;2310;2307,
1499-3872,2352-9377,1499-3872,31436,HBPD,Hepatobiliary & Pancreatic Diseases International,2721;2715,
1687-4048,,,21101120602,HBRCJ,HBRC Journal,2305;2205;2216;2215;2501;1909;3322,
2667-2952,2667-2952,,21101092533,HCC,High-Confidence Computing,1712;1708;1706;1705;1703,"1702;1712
"
0840-4704,,,13433,HCMF,Healthcare Management Forum,2719,
2949-9232,2949-9232,,,HCTJ,Health Care Transitions,,2903;2904;2905;2919;2921
0360-3199,1879-3487,0360-3199,26991,HE,International Journal of Hydrogen Energy,2105;2103;3104;2102,
1388-9842,,,23188,HEAFAI,European Journal of Heart Failure,2705,
1567-4215,,,4100151615,HEAFSU,"European Journal of Heart Failure, Supplement",2705,
2772-4425,2772-4425,,21101136665,HEALTH,Healthcare Analytics,1602;2718,1301;1500;1501;1506;2718
1053-2498,1557-3117,1053-2498,21684,HEALUN,Journal of Heart and Lung Transplantation,2746;2740;2705;2747,
0168-8510,1872-6054,0168-8510,21306,HEAP,Health policy,2719,
0378-5955,1878-5891,0378-5955,13707,HEARES,Hearing Research,2809,
1574-1818,1878-0563,1574-1818,4500151552,HEDP,High Energy Density Physics,3108;3106,
2773-0492,2773-0492,,,HEHA,Hygiene and Environmental Health Advances,,"2739;2307;2310;2311;2312
"
0191-6599,,,24180,HEI,History of European Ideas,1202;1211;3312,
0941-8172,,,29131,HEIM,Heim + Pflege,2719;2717,
1658-3876,,,19600161810,HEMONC,Hematology/Oncology and Stem Cell Therapy,2720;2730,
0952-8733,,,18798,HEP,Higher Education Policy,3304;3312,
1386-6346,,,28373,HEPC,Hepatology Research,2721;2725,
2210-8033,2210-8041,2210-8033,19900193983,HERMED,Journal of Herbal Medicine,2707,
2589-238X,2589-238X,,21101068011,HEST,Brain Hemorrhages,2746;2801;2808;2728,
0385-5414,,,25864,HETERO,Heterocycles,1602;3004;1605,
0142-727X,1879-2278,0142-727X,13759,HFF,International Journal of Heat and Fluid Flow,3104;2210;1507,
2772-5014,2772-5014,,,HFH,Human Factors in Healthcare,,"3307
"
0185-1063,,,21100854846,HGMX,REVISTA MÉDICA DEL HOSPITAL GENERAL DE MÉXICO,2700,
1047-8310,1879-1638,1047-8310,19713,HIGTEC,Journal of High Technology Management Research,1706;1408;1802;1406;1405,
0198-8859,1879-1166,0198-8859,20795,HIM,Human Immunology,2723;2403,
1889-1837,1989-4805,1889-1837,17700156514,HIPERT,Hipertension y riesgo vascular,2724;2705,
2950-4759,2950-4759,,,HISBIO,Earth History and Biodiversity,,
1081-602X,,,26731,HISFAM,The History of the Family,1202;3312;3301,
1730-1270,,,145445,HIVAR,HIV & AIDS Review,2713;2725,
1978-3019,,,21100824972,HJB,HAYATI Journal of Biosciences,1300;1100,
1109-9666,2241-5955,1109-9666,5000154607,HJC,Hellenic Journal of Cardiology,2705,
2213-0764,2213-0772,2213-0764,21100361200,HJDSI,Healthcare,2719,
1561-5413,,,19921,HKJN,Hong Kong Journal of Nephrology,2727,
1569-1861,,,83742,HKJOT,Hong Kong Journal of Occupational Therapy,3609,
1013-7025,,,16373,HKPJ,Hong Kong Physiotherapy Journal,3612,
1443-9506,1444-2892,1443-9506,23235,HLC,"Heart, Lung and Circulation",2740;2705,
2949-9283,2949-9283,,,HLIFE,hLife,,
2211-8837,2211-8845,2211-8837,21100201770,HLPT,Health Policy and Technology,2204;2719,
2405-8440,2405-8440,,21100411756,HLY,Heliyon,1000,
0278-4319,1873-4693,0278-4319,28686,HM,International Journal of Hospitality Management,1409;1408,
2949-9186,2949-9186,,,HMEDIC,Medical Reports,,2700;2718;2719;2739;2746
0017-9310,1879-2189,0017-9310,20448,HMT,International Journal of Heat and Mass Transfer,3104;2210;1507,
2666-1497,2666-1497,,21101038538,HNM,Human Nutrition & Metabolism,2712;1106;2916,
1888-8526,,,19300157036,HOMEO,Revista Médica de Homeopatía,2707,
2772-7378,2772-7378,,21101163253,HORIZ,Sustainable Horizons,2301,"1910
"
0304-4238,1879-1018,0304-4238,26751,HORTI,Scientia Horticulturae,1108,
1365-182X,1477-2574,1365-182X,28367,HPB,HPB,2721;2715,
2452-3011,,,21101092880,HPE,Health Professions Education,2900;3304,
2468-0141,2468-0141,2095-9885,21100900275,HPJ,Horticultural Plant Journal,1105;2303;2105;1301;1110,
2590-2296,2590-2296,,21101065238,HPOPEN,Health Policy OPEN,2719,"2719
"
2772-736X,2772-736X,,21101064808,HPR,Human Pathology Reports,2734,"2734
"
2214-0271,2214-0271,,21100403168,HRCR,HeartRhythm Case Reports,2705,
2666-5018,2666-5018,,21101079403,HROO,Heart Rhythm O2,2705,"2705
"
1547-5271,1556-3871,1547-5271,23246,HRTHM,Heart Rhythm,2705;2737,
1025-9848,,,21100199566,HSAG,Health SA Gesondheid,2719;2739,
2949-8678,2949-8678,,,HSPR,High-speed Railway,,
2772-6320,2772-6320,,,HSR,Health Sciences Review,,2700;2703;2707;2708;2710
2531-1379,2531-1387,2531-1379,21100868212,HTCT,"Hematology, Transfusion and Cell Therapy",2723;2720,
2773-0441,2773-0441,,21101089664,HUMGEN,Human Gene,1311;2716,
2452-2317,,,21100788431,HUMIC,Human Microbiome Journal,2726;2725,
0167-9457,1872-7646,0167-9457,14018,HUMOV,Human Movement Science,1304;3205;2732,
1053-4822,1873-7889,1053-4822,24719,HUMRES,Human Resource Management Review,3202;1407,
0439-5689,,,,HYA,Hormigón y Acero,,
2773-207X,2773-207X,,,HYBADV,Hybrid Advances,,2505;2502;3104;2507;2503
2589-7578,2589-7578,,,HYDRES,HydroResearch,,
2589-9155,2589-9155,,21100903475,HYDROA,Journal of Hydrology X,2312,
1001-6058,,,28521,HYDROD,"Journal of Hydrodynamics, Ser.B",2611;3104;2211;2210,
0022-1694,1879-2707,0022-1694,50089,HYDROL,Journal of Hydrology,2312,
0304-386X,1879-1158,0304-386X,12133,HYDROM,Hydrometallurgy,2506;2209;2505,
1433-3988,,,19733,HYGIEN,Hygiene und Mikrobiologie,2404,
0386-1112,0386-1112,0386-1112,11800154590,IATSSR,IATSS Research,3313;3311;3322;2200,
0965-1748,1879-0240,0965-1748,20384,IB,Insect Biochemistry and Molecular Biology,1303;1312;1109,
0187-358X,,,19400157009,IBBAI,"Investigación Bibliotecológica: Archivonomía, Bibliotecológica e Información",3309,
0943-5581,,,,IBEMB,"Informatik, Biometrie und Epidemiologie in Medizin und Biologie",,
2666-5212,2666-5212,,21101076317,IBMED,Intelligence-Based Medicine,2701;2718;1706;1702,"2718;1702;2701
"
2667-2421,2667-2421,,21101037913,IBNEUR,IBRO Neuroscience Reports,2800,
0969-5931,1873-6149,0969-5931,23665,IBR,International Business Review,1403;2003;1408;1406,
2950-2128,2950-2128,,,IBREH,Innovative Practice in Breast Health,,1702;2204;2729;2746;3614
0020-1693,1873-3255,0020-1693,25270,ICA,Inorganica Chimica Acta,1606;1604;2505,
0735-1933,1879-0178,0735-1933,20422,ICHMT,International Communications in Heat and Mass Transfer,3107;1500;3104,
2351-6674,,,21101057379,ICJ,International Comparative Jurisprudence,3308,
0892-8967,,,90291,ICL,International Contact Lens Clinic,2731,
0531-5131,,,4100151534,ICS,International Congress Series,2700,
2405-9595,2405-9595,,21100836194,ICTE,ICT Express,1712;1710;1708;1705;1702,
1569-9293,,,21614,ICVTS,Interactive Cardiovascular and Thoracic Surgery,2746;2740;2705,
2214-2509,2214-2509,,21100286921,IDCR,IDCases,2725,
0020-6539,1875-595X,,25609,IDENTJ,International Dental Journal,3500,
2468-0451,2468-0869,2468-0451,21100466874,IDH,"Infection, Disease & Health",2739;2725;2901;2900,
2468-0427,2468-0427,2468-2152,21100923302,IDM,Infectious Disease Modelling,2719;2725;2604,
2666-9919,2666-9919,2666-9927,21101039476,IDNOW,Infectious Diseases Now,2725,
0734-743X,1879-3509,0734-743X,12383,IE,International Journal of Impact Engineering,2205;2203;2202;2213;2212;2211;2210,
2444-8834,2444-8842,2444-8834,21100465205,IEDEEN,European research on management and business economics,1403;2002;1408;1406,
1755-599X,1878-013X,1755-599X,11700154303,IENJ,International Emergency Nursing,2907,
0167-6245,1873-5975,0167-6245,18972,IEPOL,Information Economics and Policy,2002;2308,
2212-6678,,,,IERI,IERI Procedia,,
2405-8963,2405-8963,2405-8971,21100456158,IFACOL,IFAC PapersOnLine,2207,
2468-6018,2468-6018,,21101063736,IFACSC,IFAC Journal of Systems and Control,2207;2611;1706;1705;1803;1702,"2207;2208;1700;1702;2200
"
2949-7531,2949-7531,,,IGD,Innovation and Green Development,,1800
2949-7086,2949-7086,,,IGIE,iGIE,,2715;2721
1698-6989,,,20500195102,IHE,Investigaciones de Historia Económica,1202;2002,
0019-4832,2213-3763,0019-4832,23754,IHJ,Indian Heart Journal,2705,
2468-600X,2950-4678,,,IHJCCR,IHJ Cardiovascular Case Reports (CVCR),,"2705
"
0970-3896,2212-4446,0970-3896,19700175280,IIMB,IIMB Management Review,1400;2002,
2772-9915,2772-9915,,,IINTEL,Journal of Infrastructure Intelligence and Resilience,,"2205
"
0888-613X,1873-4731,0888-613X,24286,IJA,International Journal of Approximate Reasoning,1712;2614;1702;2604,
2949-7825,2949-7825,,,IJADR,Advanced Design Research,,
2386-9631,,,,IJAH,International Journal of Aging and Health,,
2214-1391,2214-1391,,21100356783,IJANS,International Journal of Africa Nursing Sciences,2900,
2211-9116,,,,IJATSC,International Journal of Adipose Tissue and Stem Cells,,
1386-5056,1872-8243,1386-5056,23689,IJB,International Journal of Medical Informatics,2718,
0167-5273,1874-1754,0167-5273,23774,IJCA,International Journal of Cardiology,2705,
2405-8181,,,21100818743,IJCAC,International Journal of the Cardiovascular Academy,2705,
0976-1209,,,,IJCAS,International Journal of Chemical and Analytical Science,,
2666-3074,2666-3074,,21101101329,IJCCE,International Journal of Cognitive Computing in Engineering,1710;2201;1706;1802,
2666-6685,2666-6685,,,IJCCHD,International Journal of Cardiology Congenital Heart Disease,,"2705
"
2212-8689,2212-8697,2212-8689,21100228541,IJCCI,International Journal of Child-Computer Interaction,3304;1709,
2772-4875,2772-4875,,21101060488,IJCCRP,International Journal of Cardiology Cardiovascular Risk and Prevention,2724;2705,"2705
"
2352-9067,2352-9067,,21100394792,IJCHA,IJC Heart & Vasculature,2705,
1697-2600,2174-0852,1697-2600,3900148209,IJCHP,International Journal of Clinical and Health Psychology,3203,
1874-5482,2212-2087,1874-5482,17300154971,IJCIP,International Journal of Critical Infrastructure Protection,2611;2213;1706;1802,
2214-7624,,,21100283766,IJCME,IJC Metabolic & Endocrine,2712;2705;2737,
0975-962X,,,,IJD,Indian Journal of Dentistry,,
1877-5934,,,19200157055,IJDM,International Journal of Diabetes Mellitus,2724;2712,
2212-4209,2212-4209,,21100228018,IJDRR,International Journal of Disaster Risk Reduction,1909;3311;1907,
2213-9974,,,,IJDSR,International Journal of Dental Science and Research,,
2666-3740,2666-3740,,21101092873,IJEDRO,International Journal of Educational Research Open,3304,"3304
"
2213-6320,,,21100364636,IJEP,International Journal of Epilepsy,2728,
0020-7225,1879-2197,0020-7225,12349,IJES,International Journal of Engineering Science,2500;2211;2200;2210,
0020-7292,,,27521,IJG,International Journal of Gynecology and Obstetrics,2729,
1873-9598,,,10900153304,IJGE,International Journal of Gerontology,2717,
2577-4441,2577-445X,,21101038730,IJGEOP,International Journal of Geoheritage and Parks,3305;3303;3301;3322;1907;2309,
1878-450X,1878-4518,1878-450X,21100789945,IJGFS,International Journal of Gastronomy and Food Science,1106;3316,
1750-5836,1878-0148,1750-5836,6200180161,IJGGC,International Journal of Greenhouse Gas Control,2310;2100;2308;2209,
1438-4639,1618-131X,1438-4639,21466,IJHEH,International Journal of Hygiene and Environmental Health,2739,
1201-9712,1878-3511,,22380,IJID,International Journal of Infectious Diseases,2726;2725,
2949-9151,2949-9151,,,IJIDOH,IJID One Health,,
2666-6030,2666-6030,,21101101955,IJIN,International Journal of Intelligent Networks,1711;1705;2208;1702,
0147-1767,1873-7552,0147-1767,15496,IJIR,International Journal of Intercultural Relations,1403;3207;3312,
2096-2487,2589-2975,2096-2487,21101017158,IJIS,International Journal of Innovation Studies,1408;1802;1405,
1756-0616,1876-763X,1756-0616,12100157016,IJLCJ,"International Journal of Law, Crime and Justice",3312;3320;3308,
0030-4026,1618-1336,0030-4026,110152,IJLEO,Optik,2504;3107;2208,
2588-8404,2588-8404,2589-7225,21100981413,IJLMM,International Journal of Lightweight Materials and Manufacture,2500;2211;2209,
0160-2527,1873-6386,0160-2527,15626,IJLP,International Journal of Law and Psychiatry,2734;2738;3308,
1472-8117,2352-3565,1472-8117,21100206607,IJME,The International Journal of Management Education,3304;1408,
0301-9322,1879-3533,0301-9322,20450,IJMF,International Journal of Multiphase Flow,2210;3100;1507,
1438-4221,1618-0607,1438-4221,22383,IJMM,International Journal of Medical Microbiology,2404;2726;2725,
0255-0857,1998-3646,0255-0857,20831,IJMMB,Indian Journal of Medical Microbiology,2723;2404;2403;2401;2400;2726;2725,
1674-4799,,,17700156449,IJMMM,"International Journal of Minerals, Metallurgy and Materials",2211;2210;1906;2506;2505,
2095-2686,2589-062X,2095-2686,21100201945,IJMST,International Journal of Mining Science and Technology,2102;1909;1906,
2212-5531,,,21100266501,IJMYCO,International Journal of Mycobacteriology,2726;2725,
2092-6782,2092-6790,2092-6782,21100197706,IJNAOE,International Journal of Naval Architecture and Ocean Engineering,2207;2212,
2666-142X,2666-142X,,21101060176,IJNSA,International Journal of Nursing Studies Advances,2900,"2900
"
2352-0132,2352-0132,,21100469749,IJNSS,International Journal of Nursing Sciences,2900,
0973-0508,,,,IJNT,The Indian Journal of Neurotrauma,,
1452-3981,1452-3981,,19200156944,IJOES,International Journal of Electrochemical Science,1603,1503;1603;2504;2506;2508
2214-1669,,,21100261944,IJOME,International Journal of Marine Energy,2305;2301;2312;2212;2210,
1746-0689,1878-0164,1746-0689,144918,IJOSM,International Journal of Osteopathic Medicine,2707,
1878-1241,1878-1292,1878-1241,19700166614,IJOTN,International Journal of Orthopaedic and Trauma Nursing,2732;2902,
0378-5173,1873-3476,0378-5173,22454,IJP,International Journal of Pharmaceutics,3003,
2352-6467,2352-6467,,21100942421,IJPAM,International Journal of Pediatrics and Adolescent Medicine,2735,
2211-3207,2211-3207,,21100197941,IJPDDR,International Journal for Parasitology: Drugs and Drug Resistance,2405;2725;2736,
